,name,team,year,games_played,mpg,fg%,3pfg%,rebounds,assists,steals,blocks,points_per_game,position,player_efficiency,true_shooting,plus_minus,win_shares_percentage
131,Wayne Ellington,DET,2021,29,23.1,0.449,0.424,1.8,1.4,0.4,0.2,10.6,SG,12.8,0.626,-0.2,0.092
133,James Ennis,ORL,2021,24,21.4,0.5,0.447,3.9,1.3,0.8,0.3,7.3,SF,12.9,0.628,-1.7,0.113
146,Evan Fournier,ORL,2021,21,29.2,0.45,0.371,3.1,3.8,1.0,0.3,18.5,SF,17.9,0.593,0.5,0.10800000000000001
152,Danilo Gallinari,ATL,2021,25,22.2,0.401,0.395,3.4,1.5,0.6,0.1,12.0,PF,14.4,0.595,-0.5,0.11
155,Marc Gasol,LAL,2021,35,20.1,0.40299999999999997,0.365,4.1,2.0,0.5,1.3,4.8,C,11.2,0.561,1.2,0.13
156,Rudy Gay,SAS,2021,27,22.1,0.415,0.373,5.3,1.5,0.8,0.5,11.2,PF,14.2,0.523,-1.0,0.059000000000000004
164,Aaron Gordon,ORL,2021,20,28.3,0.425,0.365,7.0,4.0,0.7,0.9,13.6,PF,14.7,0.526,0.5,0.043
165,Eric Gordon,HOU,2021,27,29.2,0.433,0.32899999999999996,2.1,2.6,0.5,0.5,17.8,SG,14.6,0.5770000000000001,-0.6,0.067
168,Danny Green,PHI,2021,37,28.4,0.391,0.377,3.6,1.8,1.2,0.8,8.5,SF,9.8,0.546,-0.6,0.07200000000000001
169,Draymond Green,GSW,2021,32,29.5,0.392,0.258,6.0,8.4,1.4,0.7,5.9,PF,11.4,0.474,0.0,0.08199999999999999
170,JaMychal Green,DEN,2021,25,20.5,0.444,0.42700000000000005,6.0,1.0,0.6,0.3,9.1,PF,14.7,0.5870000000000001,-1.7,0.122
172,Jeff Green,BRK,2021,34,26.3,0.502,0.425,3.6,1.4,0.7,0.2,9.6,C,11.8,0.639,-1.4,0.098
176,Rui Hachimura,WAS,2021,28,29.9,0.451,0.306,5.5,1.7,0.7,0.1,12.4,PF,11.4,0.5429999999999999,-3.6,0.057999999999999996
178,Tyrese Haliburton,SAC,2021,31,29.7,0.489,0.434,3.5,5.3,1.4,0.6,13.0,PG,17.8,0.614,2.5,0.115
181,Tim Hardaway Jr.,DAL,2021,35,29.5,0.43200000000000005,0.38299999999999995,3.2,1.7,0.6,0.2,16.4,SG,14.6,0.5710000000000001,-0.6,0.078
185,Montrezl Harrell,LAL,2021,37,24.1,0.626,0.0,6.4,1.1,0.6,0.7,13.8,C,22.5,0.6579999999999999,2.6,0.22899999999999998
191,Josh Hart,NOP,2021,37,28.6,0.441,0.327,7.5,2.1,0.8,0.2,9.1,SF,12.0,0.569,-1.5,0.084
200,George Hill,OKC,2021,14,26.4,0.508,0.386,2.1,3.1,0.9,0.1,11.8,PG,16.1,0.63,0.4,0.145
206,Richaun Holmes,SAC,2021,33,29.6,0.657,0.16699999999999998,8.4,1.7,0.7,1.5,13.2,C,19.2,0.6859999999999999,-0.1,0.152
208,Al Horford,OKC,2021,25,28.2,0.446,0.37200000000000005,6.8,3.4,0.9,0.9,14.3,C,17.2,0.534,3.1,0.106
210,Danuel House,HOU,2021,22,27.4,0.375,0.312,4.0,1.9,0.6,0.5,9.1,SF,9.0,0.499,-3.1,0.038
217,Serge Ibaka,LAC,2021,38,23.9,0.51,0.355,6.8,1.8,0.2,1.2,11.2,C,17.8,0.585,0.6,0.14
218,Andre Iguodala,MIA,2021,35,21.7,0.389,0.342,3.7,2.2,1.0,0.5,4.8,SF,9.6,0.528,-0.1,0.07400000000000001
219,Joe Ingles,UTA,2021,32,26.4,0.522,0.465,3.3,4.4,0.5,0.3,11.5,SF,16.5,0.705,3.9,0.19
224,Josh Jackson,DET,2021,33,24.8,0.425,0.292,4.4,1.9,0.9,0.9,13.4,SG,12.6,0.52,-2.8,0.006
226,Reggie Jackson,LAC,2021,36,20.4,0.447,0.39799999999999996,2.7,3.0,0.6,0.1,8.6,SG,13.4,0.562,-1.4,0.106
232,Cameron Johnson,PHO,2021,34,24.2,0.43700000000000006,0.37799999999999995,3.4,1.4,0.6,0.3,10.4,PF,13.0,0.5870000000000001,0.4,0.10400000000000001
234,Keldon Johnson,SAS,2021,30,28.9,0.473,0.337,6.6,2.1,0.7,0.5,14.0,SF,15.4,0.564,-1.0,0.102
239,Derrick Jones Jr.,POR,2021,32,27.0,0.511,0.33799999999999997,4.7,0.9,0.8,1.1,8.1,SF,12.9,0.605,-1.2,0.098
242,Tyus Jones,MEM,2021,33,21.4,0.43799999999999994,0.29100000000000004,2.5,4.5,1.2,0.1,8.1,PG,15.5,0.502,0.8,0.11199999999999999
243,DeAndre Jordan,BRK,2021,36,22.9,0.76,0.0,7.5,1.9,0.3,1.4,7.3,C,16.2,0.733,0.6,0.138
244,Cory Joseph,SAC,2021,37,21.2,0.44799999999999995,0.325,2.2,2.4,0.8,0.2,6.6,PG,9.6,0.537,-4.3,0.024
247,Enes Kanter,POR,2021,36,26.3,0.597,0.0,11.8,1.2,0.5,0.8,12.0,C,22.3,0.626,-0.7,0.192
249,Maxi Kleber,DAL,2021,24,26.3,0.452,0.46799999999999997,5.3,1.5,0.5,0.8,7.5,PF,12.5,0.667,0.5,0.132
256,Kyle Kuzma,LAL,2021,36,25.9,0.444,0.365,6.7,1.1,0.4,0.6,11.5,SF,13.2,0.541,-1.3,0.08800000000000001
257,Jeremy Lamb,IND,2021,21,23.1,0.473,0.447,3.7,1.6,0.9,0.5,11.3,SG,16.8,0.635,2.1,0.156
266,Caris LeVert,BRK,2021,12,27.8,0.435,0.349,4.3,6.0,1.1,0.5,18.5,SG,19.2,0.516,0.6,0.08800000000000001
271,Brook Lopez,MIL,2021,37,27.0,0.47,0.348,5.0,0.6,0.5,1.4,10.8,C,13.6,0.59,-0.6,0.114
272,Robin Lopez,WAS,2021,35,20.4,0.588,0.308,4.3,0.9,0.3,0.6,8.2,C,14.6,0.628,-2.7,0.105
278,Théo Maledon,OKC,2021,32,26.0,0.396,0.366,3.0,3.5,1.0,0.1,7.9,PG,8.2,0.523,-4.4,0.027000000000000003
292,Wesley Matthews,LAL,2021,30,20.2,0.35600000000000004,0.337,1.5,1.1,0.5,0.4,4.2,SG,6.3,0.51,-3.1,0.071
297,T.J. McConnell,IND,2021,32,25.3,0.526,0.316,3.7,6.8,2.0,0.4,6.7,PG,16.0,0.5429999999999999,2.1,0.121
300,Doug McDermott,IND,2021,34,25.9,0.506,0.364,4.0,1.3,0.3,0.1,13.2,PF,14.2,0.608,-1.2,0.094
308,De'Anthony Melton,MEM,2021,21,20.3,0.48200000000000004,0.425,3.0,2.9,1.2,0.7,10.1,PG,17.8,0.597,3.8,0.14
313,Patty Mills,SAS,2021,33,25.8,0.451,0.40299999999999997,1.8,2.6,0.6,0.0,13.3,PG,14.4,0.604,-0.1,0.09699999999999999
314,Paul Millsap,DEN,2021,26,23.9,0.524,0.41,5.2,1.7,0.8,0.5,10.4,PF,17.1,0.63,0.9,0.156
315,Shake Milton,PHI,2021,29,25.1,0.436,0.307,2.3,3.0,0.6,0.3,13.7,SG,14.1,0.546,-2.8,0.091
318,Malik Monk,CHO,2021,23,22.4,0.457,0.43700000000000006,2.9,1.8,0.3,0.1,13.3,SG,14.1,0.601,-2.0,0.069
322,Marcus Morris,LAC,2021,29,24.4,0.441,0.465,3.7,0.9,0.5,0.3,12.2,PF,13.9,0.589,-1.1,0.10099999999999999
324,Monte Morris,DEN,2021,35,27.1,0.47700000000000004,0.36,2.2,3.4,0.7,0.3,10.6,PG,13.7,0.57,-1.1,0.11199999999999999
333,Raul Neto,WAS,2021,30,20.5,0.44799999999999995,0.382,2.3,2.1,1.1,0.1,7.9,PG,12.5,0.5489999999999999,-1.5,0.07400000000000001
336,Nerlens Noel,NYK,2021,33,22.2,0.611,0.0,5.9,0.6,1.0,2.0,4.8,C,14.5,0.627,0.4,0.136
339,Kendrick Nunn,MIA,2021,29,29.9,0.462,0.36200000000000004,3.3,2.7,1.1,0.3,14.2,PG,13.1,0.5720000000000001,-0.8,0.067
340,Jusuf Nurkić,POR,2021,12,23.3,0.485,0.25,7.7,2.8,0.9,0.9,9.8,C,16.0,0.514,-2.6,0.061
341,David Nwaba,HOU,2021,28,22.9,0.48100000000000004,0.27,3.7,1.0,1.1,0.7,9.4,SF,14.3,0.555,-0.5,0.109
346,Chuma Okeke,ORL,2021,21,22.0,0.391,0.391,3.6,2.0,0.8,0.4,4.5,PF,9.5,0.493,-2.5,0.059000000000000004
352,Kelly Olynyk,MIA,2021,36,26.7,0.444,0.335,5.9,2.1,0.8,0.6,10.3,C,12.3,0.569,-0.4,0.08800000000000001
354,Cedi Osman,CLE,2021,35,25.8,0.373,0.332,3.7,2.7,0.9,0.1,10.9,SF,11.0,0.493,-2.1,0.04
364,Elfrid Payton,NYK,2021,34,28.1,0.43700000000000006,0.25,3.8,3.7,0.7,0.2,12.6,PG,12.4,0.486,-2.9,0.035
368,Mason Plumlee,DET,2021,35,28.0,0.613,0.0,9.1,3.8,0.8,0.9,10.4,C,17.6,0.634,1.2,0.145
369,Jakob Poeltl,SAS,2021,33,23.7,0.611,0.0,7.2,1.8,0.6,1.5,6.5,C,15.9,0.586,-0.4,0.139
374,Michael Porter Jr.,DEN,2021,26,28.6,0.502,0.41600000000000004,7.0,0.9,0.9,1.1,14.6,SF,17.7,0.627,1.2,0.14400000000000002
375,Otto Porter,CHI,2021,17,22.9,0.433,0.397,6.1,1.9,0.6,0.2,11.1,SF,15.7,0.57,-0.3,0.115
376,Bobby Portis,MIL,2021,37,21.5,0.545,0.48700000000000004,7.0,1.1,0.8,0.4,10.8,C,19.4,0.616,1.5,0.17600000000000002
379,Norman Powell,TOR,2021,35,29.9,0.491,0.445,3.0,1.8,1.1,0.1,18.8,SG,17.5,0.644,1.0,0.126
380,Taurean Prince,CLE,2021,29,21.4,0.38,0.386,3.6,1.7,0.7,0.7,8.3,PF,11.3,0.523,-2.2,0.052000000000000005
381,Payton Pritchard,BOS,2021,31,21.1,0.451,0.4,2.3,2.3,0.6,0.2,7.5,SG,11.1,0.58,-2.1,0.07400000000000001
386,Cam Reddish,ATL,2021,26,28.8,0.365,0.262,4.0,1.3,1.3,0.3,11.2,SF,9.2,0.488,-3.6,0.024
389,Naz Reid,MIN,2021,35,20.7,0.522,0.34,4.7,1.3,0.7,1.2,11.9,C,18.4,0.599,0.1,0.11800000000000001
392,Austin Rivers,NYK,2021,21,21.0,0.43,0.364,2.2,2.0,0.6,0.0,7.3,SG,9.6,0.545,-3.0,0.057
397,Mitchell Robinson,NYK,2021,27,28.8,0.66,0.0,8.4,0.5,1.2,1.5,8.4,C,17.4,0.647,0.8,0.18100000000000002
398,Isaiah Roby,OKC,2021,31,21.3,0.528,0.35200000000000004,5.5,1.7,0.8,0.5,8.6,PF,15.3,0.605,-0.5,0.126
400,Derrick Rose,NYK,2021,25,23.5,0.43,0.377,2.2,4.5,1.2,0.4,13.5,PG,17.1,0.519,0.5,0.069
401,Terrence Ross,ORL,2021,35,29.5,0.41,0.344,3.5,2.2,1.1,0.5,15.5,SG,13.0,0.528,-2.2,0.038
403,Ricky Rubio,MIN,2021,35,25.4,0.384,0.321,3.1,6.5,1.3,0.0,7.9,PG,12.0,0.503,-3.5,0.054000000000000006
404,D'Angelo Russell,MIN,2021,20,29.2,0.426,0.39899999999999997,2.6,5.1,1.1,0.5,19.3,PG,16.2,0.544,0.4,0.037000000000000005
409,Tomáš Satoranský,CHI,2021,24,20.9,0.534,0.46299999999999997,2.5,4.4,0.5,0.2,7.2,SG,14.4,0.6629999999999999,-0.3,0.127
413,Landry Shamet,BRK,2021,34,20.1,0.39,0.374,1.9,1.1,0.4,0.1,8.1,SG,9.5,0.562,-3.6,0.045
422,Ish Smith,WAS,2021,19,20.6,0.379,0.25,3.5,4.7,0.8,0.2,5.2,PG,10.6,0.40399999999999997,-2.5,0.02
431,Jae'Sean Tate,HOU,2021,35,27.5,0.544,0.31,5.2,1.7,0.9,0.5,10.0,SF,13.4,0.607,-1.7,0.113
434,Garrett Temple,CHI,2021,34,28.1,0.42700000000000005,0.344,3.2,2.0,0.9,0.5,8.6,SG,9.3,0.541,-2.9,0.059000000000000004
436,Daniel Theis,BOS,2021,35,24.4,0.57,0.368,5.1,1.3,0.7,1.1,9.5,C,15.5,0.645,0.3,0.13699999999999998
439,Tristan Thompson,BOS,2021,35,22.7,0.535,0.0,8.3,1.0,0.3,0.4,7.9,PF,15.5,0.556,-2.2,0.12
443,Xavier Tillman Sr.,MEM,2021,28,20.3,0.512,0.278,4.6,1.6,0.9,0.6,7.0,PF,13.7,0.564,-1.1,0.11599999999999999
445,Juan Toscano-Anderson,GSW,2021,24,20.6,0.5579999999999999,0.41700000000000004,4.4,2.3,0.5,0.5,5.6,SG,11.3,0.6509999999999999,-1.0,0.111
450,Jonas Valančiūnas,MEM,2021,28,27.4,0.541,0.33299999999999996,11.6,1.8,0.6,0.8,16.0,C,20.9,0.59,0.1,0.152
461,Lonnie Walker,SAS,2021,31,27.0,0.40700000000000003,0.36200000000000004,2.8,1.7,0.5,0.4,11.3,SG,9.0,0.513,-4.2,0.013999999999999999
465,P.J. Washington,CHO,2021,32,29.4,0.45399999999999996,0.389,6.4,2.9,1.1,1.2,12.7,PF,14.6,0.568,-0.2,0.091
478,Lou Williams,LAC,2021,36,22.4,0.428,0.4,2.3,3.7,0.9,0.1,12.6,PG,16.2,0.532,-1.6,0.08900000000000001
479,Patrick Williams,CHI,2021,34,28.6,0.47100000000000003,0.392,4.7,1.3,0.7,0.7,10.0,PF,10.0,0.563,-3.5,0.05
486,James Wiseman,GSW,2021,27,20.5,0.52,0.39299999999999996,6.0,0.6,0.3,1.0,11.9,C,14.7,0.5589999999999999,-4.2,0.059000000000000004
489,Delon Wright,DET,2021,30,29.0,0.469,0.382,4.5,4.8,1.4,0.5,10.5,SG,16.8,0.575,3.0,0.14300000000000002
490,Thaddeus Young,CHI,2021,31,25.1,0.611,0.22699999999999998,5.9,4.3,1.4,0.6,12.1,PF,21.1,0.618,3.6,0.175
492,Cody Zeller,CHO,2021,19,23.6,0.51,0.158,7.5,2.4,0.6,0.6,9.9,C,17.4,0.557,0.2,0.142
